Epoch,Train_MAE_eV,Val_MAE_eV,Test_MAE_eV,Train_std_eV,Val_std_eV,Test_std_eV,Learning_Rate
1,0.8416975171703365,0.7913465377611991,0.8491420745849609,1.0083856994775264,0.9696381382048295,0.969205438245847,0.001
2,0.7739001564839217,0.8204591661436945,0.7902484184656388,0.9153072889176187,0.8147630344871538,0.811256091178737,0.001
3,0.7583284757893929,0.7522023946810992,0.7372952852493677,0.8728058392647592,0.8065168478704934,0.8019184436154754,0.001
4,0.7209884013761576,0.7089674819228996,0.7210568525852301,0.8704885585312278,0.8658589432306898,0.8670923391741198,0.001
5,0.7229049921501003,0.6869581458914993,0.6490733623504639,0.8516964149414933,0.8197642907183235,0.8154652088497587,0.001
6,0.7013148269465366,0.6217712663177751,0.6649993097680247,0.8239603126873053,0.9111623615423853,0.9175698493793158,0.001
7,0.6233435567331012,0.558066075683659,0.5899526950640556,0.7781956827159093,0.7585879359740075,0.7653087853997511,0.001
8,0.551859078768728,0.5455069093622713,0.5839076694260296,0.6856980796914172,0.8061707006755825,0.8151113982898034,0.001
9,0.5632048387828518,0.618239608585325,0.6923489000043298,0.7192263407103024,0.7583989310234414,0.7724386010133271,0.001
10,0.5615827803630336,0.5215351530629345,0.5802208684448503,0.7792121882615425,0.7306986453872962,0.7306018624428992,0.001
11,0.5256483459794854,0.48152671410487247,0.5674251226278452,0.6473389233037273,0.6292272995768953,0.6289356796963296,0.001
12,0.5456959150262622,0.5984928842283722,0.714666818961119,0.6887297467305599,0.854617151338209,0.8648590903970365,0.001
13,0.5401810157445198,0.5143103742191935,0.5691193596929567,0.6785157508002054,0.6337924711961878,0.6401980349516797,0.001
14,0.5606982964515602,0.556807062564752,0.6104676132528191,0.7173302848019489,0.7726732833276385,0.7832219362121072,0.001
15,0.49579284870776225,0.5185548780310867,0.5693729433239015,0.6499517029813672,0.4873256610464414,0.49427970337441923,0.001
16,0.5168246564819142,0.45955409861018515,0.5362256857065054,0.6647935020598983,0.6617014867077113,0.666763061037941,0.001
17,0.4934089320624384,0.5456022604917868,0.5724971905732766,0.6368903171606142,0.6241966938936317,0.6340500591438137,0.001
18,0.47971821487622074,0.5106247255944798,0.5531472792992225,0.6698275301635365,0.5707436844456354,0.5738337139150528,0.001
19,0.4368800137620547,0.5054279362034594,0.5585987425258017,0.600958864691287,0.6642816057552782,0.6618560394762869,0.001
20,0.48186995902795343,0.49870357503238905,0.599779703678229,0.6270800294981866,0.5784057413619981,0.5966419380317355,0.001
21,0.4473773957043935,0.4636813493875357,0.5573966910696437,0.6280339151885204,0.55881271501046,0.5620760518923684,0.001
22,0.42895402451934495,0.419720045521728,0.5103502905266917,0.5697826407878084,0.42845379862356847,0.43940380789197847,0.0007
