Epoch,Train_MAE_eV,Val_MAE_eV,Test_MAE_eV,Train_std_eV,Val_std_eV,Test_std_eV,Learning_Rate
1,0.9262421979297807,0.765763419015067,0.8383815402076358,1.0599950899291557,0.9663674608794925,0.9656247617560991,0.001
2,0.8270613587088786,0.7389214833577474,0.8015758968534924,0.9487419614714645,1.0231163669499492,1.0278217170395503,0.001
3,0.7636178189864042,0.6921936125982375,0.708549435933431,0.8858398852891807,0.9140715129660889,0.9281633064502118,0.001
4,0.7438601992856785,0.6790697188604445,0.6677675110953195,0.8800090574417236,0.9992294498632787,1.0190147012126556,0.001
5,0.6723090520419359,0.5986988794235956,0.6280845505850655,0.7766706725829616,0.8642196252030766,0.8757085021028366,0.001
6,0.5618801441917123,0.5677903493245443,0.5291327839805966,0.7362648946804049,0.6751935910113643,0.679379434299845,0.001
7,0.5175106569498148,0.4722812607174828,0.47720571699596587,0.6599516047591044,0.6527810563546526,0.6653961235244378,0.001
8,0.4742745557594957,0.41252774965195427,0.3862028621491932,0.6019310864018816,0.6452043423600209,0.6402199468984325,0.001
9,0.424259298010934,0.4109882036844889,0.4061259315127418,0.5529092658767287,0.5746227541663779,0.5906549497039031,0.001
10,0.4046778405228125,0.40275882539295016,0.41353671664283387,0.5369959888947428,0.5283852856318547,0.5310590332587927,0.001
11,0.4228184679335678,0.3829638640085856,0.3683367592947824,0.539271403565621,0.698329524024979,0.7107002599377635,0.001
12,0.38096873860772484,0.45951732453845795,0.44822700591314407,0.4981838109258081,0.4891873066357529,0.48822142398514967,0.001
13,0.504155792869982,0.46189666248503186,0.46958915619623093,0.635062319948016,0.6568346922510693,0.6605270489333087,0.001
14,0.4104728700378984,0.3879677863348098,0.3808207103184291,0.5502231121547262,0.6537553294956782,0.6719423507307329,0.001
15,0.3881913770089629,0.3664142063685826,0.3544295447213309,0.5666894046529761,0.4749476329567014,0.4761837747110194,0.001
16,0.35906294379513004,0.36924699601672945,0.3690403120858329,0.4715764899697494,0.4752318278382718,0.4795552830852365,0.001
