formula,material,surface,molecule_group,molecule,state,y_true,y_mean,y_std,y_min,y_max,in_interval,error,split,dissociation,norm_res
C2H7NO80Ru40,RuO2,110,amines,Ethanamine,relaxed,-0.28224644,-0.3213538,0.07362693,-0.46566257,-0.17704502,True,0.039107352,train,tensor([False]),0.5311556
C3H9NO80Ti40,TiO2,110,amines,Propan-2-amine,relaxed,-1.7524786,-1.6887311,0.064458005,-1.8150687,-1.5623934,True,-0.063747525,train,tensor([False]),-0.9889776
CH2O83Ti40,TiO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,relaxed,-0.5031088,-0.4468013,0.0672534,-0.578618,-0.31498462,True,-0.056307495,train,tensor([False]),-0.8372438
CH2O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Methanethial,relaxed,-1.7424982,-1.4765481,0.15362763,-1.7776582,-1.1754379,True,-0.26595008,train,tensor([False]),-1.7311344
C2H6O80STi40,TiO2,110,thiols_thials_thioketones_thioethers,Ethanethiol,relaxed,-1.2581941,-1.157853,0.09207011,-1.3383105,-0.9773956,True,-0.10034108,train,tensor([False]),-1.0898334
C3H6O81Ti40,TiO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,relaxed,-1.2279189,-1.2165602,0.08244014,-1.378143,-1.0549775,True,-0.011358619,train,tensor([False]),-0.1377802
CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,relaxed,-0.7329444,-0.60901064,0.24427381,-1.0877874,-0.13023394,True,-0.12393379,train,tensor([False]),-0.50735605
C2H4O81Ti40,TiO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,relaxed,-0.2959008,-0.30729187,0.0403346,-0.38634768,-0.22823605,True,0.011391073,train,tensor([False]),0.28241444
C2H2O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Acetylene,relaxed,-0.5583836,-0.5693428,0.17532055,-0.9129711,-0.2257145,True,0.010959208,train,tensor([False]),0.062509544
CH2Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Methanethial,relaxed,-2.6360588,-1.8671186,0.6105436,-3.0637841,-0.6704531,True,-0.7689402,train,tensor([False]),-1.2594354
C2H6O80Ti40,TiO2,110,alkanes_alkenes_alkynes,Ethane,relaxed,-0.21382956,-0.22582793,0.059500843,-0.3424496,-0.109206274,True,0.01199837,train,tensor([False]),0.20165043
