Epoch,Train_MAE_eV,Val_MAE_eV,Test_MAE_eV,Train_std_eV,Val_std_eV,Test_std_eV,Learning_Rate
1,0.8086897768662993,0.8231052307855515,0.8742966424851191,0.9360274481600791,0.795491304864681,0.7948537327306131,0.0001
2,0.7821374976108859,0.8019335201808384,0.8266336077735538,0.9254752868336102,0.8830531847516486,0.8759966669354932,0.0001
3,0.7525174836132513,0.7752859161013649,0.7786993934994653,0.8296815014030092,0.8714534742945619,0.8463742486029868,0.0001
4,0.707719811269117,0.7536096936180479,0.7601799647013346,0.8315093395817709,0.777226112800052,0.7445697692118586,0.0001
5,0.6796664137189957,0.7273383458455404,0.7706270944504511,0.798800703717615,0.795975670721977,0.7672502753582746,0.0001
6,0.6641000362255193,0.7277971721830823,0.7181866963704427,0.7563793714588657,0.7183967406456914,0.68222568614249,0.0001
7,0.6308587226642098,0.6698576745532808,0.7165638514927455,0.7445327800157645,0.8271853305319723,0.7926317658130562,0.0001
8,0.6159537036135758,0.7058370499383836,0.6945063545590355,0.741526067796499,0.7330419508765537,0.6979247538439495,0.0001
9,0.5936704853851351,0.6286795252845401,0.653156126113165,0.7138259603045414,0.6952228177268539,0.6614988329058584,0.0001
10,0.5527711694953934,0.5689358075459798,0.6157984551929292,0.6594367281267551,0.6687160404857732,0.6311730410201554,0.0001
11,0.5180579108108988,0.5577622731526692,0.585938362848191,0.6328535497973768,0.6428820348373904,0.6115017436651117,0.0001
12,0.49635765121792713,0.6007654825846355,0.6049733071100144,0.5936504472508064,0.6393726243618241,0.605180179367952,0.0001
13,0.4941602266440479,0.4958910669599261,0.5234817777361188,0.6101179443790925,0.5909659289192226,0.5534291424069205,0.0001
14,0.47248035631539304,0.47654238201323007,0.4840195655822754,0.5962463563638352,0.6246549806133885,0.5875522450785443,0.0001
15,0.49426496813553866,0.6486689204261417,0.6070727302914574,0.5682168553629133,0.6943444510823773,0.6687331643107233,0.0001
16,0.507057849786936,0.5035548210144043,0.5110733395531064,0.7027902718142723,0.6019435057544862,0.5732843265889463,0.0001
17,0.4316468543034463,0.45471366700671967,0.4432465780349005,0.533149027477798,0.4899168276399296,0.4585257172840134,0.0001
18,0.4422411351685039,0.5359459332057408,0.5149473281133743,0.5391931454953007,0.5914002593267664,0.560885620730057,0.0001
19,0.4791363971773943,0.45165359860374815,0.4498781204223633,0.5846565949721294,0.5796770058429616,0.5505373029838064,0.0001
20,0.4013664044004384,0.4193883623395647,0.40416182563418435,0.5050296926798858,0.49122643349662504,0.45946972380210044,0.0001
21,0.39058946859900034,0.41532238097417923,0.3987731615702311,0.47505984298397197,0.5036370282324494,0.4695132881109422,0.0001
22,0.3612968729128962,0.4126630919320243,0.41597678774879093,0.4494349823424869,0.48967436091510064,0.46011395859727844,0.0001
23,0.3806259989628085,0.4532414345514207,0.4102481660388765,0.4653065031107401,0.5070992848810241,0.47377164544027356,0.0001
24,0.39247226774592053,0.45938579922630673,0.4449934959411621,0.4887704908246213,0.4916416273093814,0.4615790454662886,0.0001
25,0.3536138434478024,0.40220504488263814,0.3637032418023972,0.4158441546478874,0.47146882280771124,0.43669930665945866,0.0001
26,0.36133766020152974,0.39066392807733447,0.38357970373971123,0.4628915668316482,0.4770416061627194,0.44477047877838183,0.0001
27,0.3363952542721803,0.3637602397373744,0.3529304640633719,0.42522794809350023,0.3874248760139291,0.35396812677521844,0.0001
28,0.35682644768891986,0.38805196852911084,0.36550555910382954,0.4489644623182509,0.48098997510662683,0.44629476116464684,0.0001
29,0.3483196120651761,0.35742324874514625,0.3279960768563407,0.417146011784271,0.4541837230371032,0.424403011927043,0.0001
30,0.33631358935741634,0.3680375235421317,0.3345398267110189,0.41645261400750205,0.4014841999444205,0.37196760702474957,0.0001
31,0.31838058059572966,0.34836485726492744,0.3117687702178955,0.3939711829007021,0.45386030454317683,0.4212038867313668,0.0001
32,0.30827528455678943,0.3474449838910784,0.3518858455476307,0.40229452509184344,0.4006543362503188,0.3710800497501046,0.0001
33,0.3276222191386051,0.44600431805565244,0.4054102715991792,0.38200644534155914,0.4736587600516746,0.44580840873408406,0.0001
34,0.3519240692519152,0.40960810979207357,0.3694409007117862,0.4384533707904062,0.42436999114986357,0.39462822124192726,0.0001
35,0.32056769355495435,0.3473075094677153,0.34847120557512556,0.39183906029213506,0.43856547175579325,0.40507389854263026,0.0001
36,0.3134908765095504,0.3533003125871931,0.3356828031085786,0.41859193295582797,0.3777179070740008,0.34545588954707235,0.0001
37,0.34392269135998704,0.35235836392357234,0.33071442331586565,0.4413479155934296,0.42562075950910166,0.39212340121994205,0.0001
38,0.30068214546368394,0.32610830125354584,0.3011114302135649,0.36764042542286685,0.38717025844645964,0.36165485548911697,0.0001
39,0.3292264634348578,0.35096335184006466,0.32337893304370696,0.406366386845423,0.4392742941956645,0.4126954108941423,0.0001
40,0.29329839865106316,0.35688807169596354,0.33776860918317525,0.3687960606441494,0.363171344395643,0.33023620598840914,0.0001
41,0.3338670813093822,0.3697460356212798,0.3359288306463332,0.43771696579507813,0.43854445337402126,0.41093406264267696,0.0001
42,0.28417576415670065,0.3536062195187523,0.335969995317005,0.3466341198666455,0.3559836865473098,0.32321424363185786,0.0001
43,0.30410939698136,0.3235697428385417,0.2998836517333984,0.3833335590170966,0.3807277052882106,0.3510099314388989,0.0001
44,0.2935680719570282,0.33715764454432895,0.3457704816545759,0.3511221845362809,0.3933136904299683,0.36085574220274697,0.0001
45,0.29636422006334834,0.346637453351702,0.32829178401402065,0.37684957075433095,0.39533404417447043,0.3667303144165966,0.0001
46,0.28930276668867966,0.31455549739655997,0.28459047135852633,0.3779754599366101,0.33591969386751785,0.30376851403059024,0.0001
47,0.3236228003925985,0.31648154939923967,0.3373749642145066,0.34952045362994405,0.4780238815042862,0.4443936978702433,0.0001
48,0.28443387690930305,0.30717538197835287,0.305931027730306,0.42560865476074533,0.32827103968586757,0.29409885119017404,0.0001
49,0.26712888320282585,0.3084530330839611,0.3178138846442813,0.33289187835705464,0.36624329833957986,0.33522951683673624,0.0001
50,0.2694423907303159,0.33349877766200475,0.32198539688473654,0.33747465760351686,0.360813661778252,0.3389117788339401,0.0001
51,0.37678975309633506,0.35140614736647835,0.3866877737499419,0.49192502657893417,0.5322156223808796,0.5163945179555087,0.0001
52,0.2993445789184967,0.3656467869168236,0.360356787272862,0.42598837300802356,0.3511895176622155,0.3209459524453767,0.0001
53,0.27463272961142293,0.2947286696661086,0.2978461152031308,0.326890771208111,0.33485083231113766,0.3060335939541314,0.0001
54,0.2818179746481942,0.44872288476853145,0.42983482905796594,0.3597301442278867,0.3731111004275817,0.350197150091844,0.0001
55,0.28968094235475955,0.32085364432561964,0.30109317643301825,0.3621860875256047,0.3530822417149937,0.32929013867343876,0.0001
56,0.27443226221938927,0.38750336056663875,0.37959020705450147,0.32549063636501996,0.3604279303751753,0.3363035653140855,0.0001
57,0.304996953946624,0.3180013565790086,0.3318359647478376,0.3828657246627706,0.36824540617269336,0.33534067980082144,0.0001
58,0.261371608273213,0.29551252183460053,0.3007406234741211,0.34074645836390105,0.36253454506040644,0.33307285142042004,0.0001
59,0.292245101396352,0.3014798300606864,0.2729769752139137,0.3498609956985348,0.35336708139268874,0.3197322609656583,0.0001
60,0.26021740768438245,0.31424737203688846,0.29193196977887836,0.33736295081725937,0.3348076538137272,0.3075612425997122,7e-05
61,0.267365900507385,0.309504645211356,0.3259459745316278,0.32456571617600777,0.3392366687019124,0.3093347766225788,7e-05
62,0.25294304917809673,0.3127540520259312,0.3255436375027611,0.3147718905041323,0.30409351741703494,0.27368006089103086,7e-05
63,0.2618248002880296,0.2888545127142043,0.2605306148529053,0.3451184493874253,0.35600467000032104,0.33266401682516494,7e-05
64,0.23292088588015347,0.28995437622070314,0.2588168121519543,0.2973561577176152,0.2884490695651741,0.2623538011525921,7e-05
65,0.2219008764206091,0.2649739288148426,0.27361777623494465,0.274594102940217,0.3114049977221721,0.28533896031622985,7e-05
66,0.22958735093808755,0.26647276424226307,0.25342566399347216,0.29583129434870303,0.29245103450938115,0.2647772306129233,7e-05
67,0.2302145583395741,0.2661852541423979,0.25176397051130023,0.28612960124374087,0.2845336035138786,0.2609050238317975,7e-05
68,0.22604903626600745,0.3138360681987944,0.28670229684738885,0.27646668281747966,0.30631208532956294,0.28231564248856833,7e-05
69,0.22169120062638392,0.2600134599776495,0.23991192636035738,0.286700228354623,0.27349785064456406,0.2482146868342978,7e-05
70,0.21358552216295015,0.24917636598859513,0.25937729108901253,0.26548641519535376,0.2908208699510445,0.26499307288988233,7e-05
71,0.2324522157671054,0.26154337156386603,0.28154635429382324,0.26776903970887855,0.317300573036461,0.28856274085088957,7e-05
72,0.22355171971780055,0.2768307095482236,0.27646243231637135,0.31696961164050164,0.280476263385622,0.2509602511565983,7e-05
73,0.23169324026753352,0.25538327807471867,0.25475096248445056,0.31223032039928306,0.300150189129911,0.27413044979632234,7e-05
74,0.2094458776303915,0.24473517281668528,0.2568143753778367,0.25710676153609907,0.2755244610033328,0.24981082423053635,7e-05
75,0.20982052575408958,0.25106459572201684,0.23706320580982027,0.2654532206364659,0.2719280429847767,0.24680719530869136,7e-05
76,0.20176356666777354,0.2703413736252558,0.2735365004766555,0.2536701552512364,0.24836443952985202,0.22322040570578158,7e-05
77,0.2355465465984354,0.2594972156343006,0.27975244976225355,0.30298969819887356,0.3118137886564763,0.28469942125632314,7e-05
78,0.2146202686582828,0.27289977754865374,0.24487675485156832,0.2634004920952389,0.24728192737716728,0.22076583288916052,7e-05
79,0.2261472642870915,0.24503238314674014,0.21861630394345238,0.28695645761603855,0.29661535488262497,0.2707839950878679,7e-05
80,0.2057576904502076,0.2540792533329555,0.2750036602928525,0.24696747359579774,0.2595633533727477,0.2350381196568979,7e-05
81,0.21342836101571555,0.2301043260665167,0.2260445276896159,0.27287895631768,0.26549471975155176,0.23984015842839515,4.899999999999999e-05
82,0.20646790049141328,0.27769445237659274,0.23187106450398762,0.2530642304515368,0.27639439671818716,0.25516573944046284,4.899999999999999e-05
83,0.2066486525916075,0.23615340959458125,0.22524368876502626,0.25723342164185553,0.2462806726202363,0.22072841108812855,4.899999999999999e-05
84,0.20227588475685926,0.2289301145644415,0.23301902952648346,0.2508904883543641,0.27071198508151856,0.24437274145825338,4.899999999999999e-05
85,0.1912053515427576,0.2431971027737572,0.23533714839390346,0.24050120827243834,0.2406145705317832,0.2141045798447148,4.899999999999999e-05
86,0.20765197213174308,0.2620640209742955,0.24797621681576684,0.2522980757672054,0.277340202067452,0.2569313751973084,4.899999999999999e-05
87,0.20515465143166134,0.2356071086156936,0.21305796532403856,0.26465983330304693,0.2406668785340307,0.21606856948462913,4.899999999999999e-05
88,0.18739467100542762,0.2257888884771438,0.22055179050990514,0.22814808663630753,0.2601197095889652,0.2338892756045307,4.899999999999999e-05
89,0.18374316778401467,0.22881564639863514,0.23546732039678664,0.24081346211197682,0.23753378834357072,0.21333244247686958,4.899999999999999e-05
90,0.2020910508618018,0.22228424435570127,0.21968774114336287,0.24660718721786845,0.2714764512202874,0.24586170431827312,4.899999999999999e-05
91,0.1903463148552881,0.2236189501626151,0.20637559663681757,0.24600657462799091,0.23431666610392604,0.20736068098627608,4.899999999999999e-05
92,0.18679236946935668,0.23654754502432687,0.21537169956025623,0.24756801829567757,0.25343747964065083,0.2311254697369366,4.899999999999999e-05
93,0.18892044240305939,0.3108561288742792,0.2824888093130929,0.22597352620916228,0.23235395354682606,0.20861281375023039,4.899999999999999e-05
94,0.18685220291360205,0.21951479003542945,0.21107978366670155,0.24201035401187712,0.2377236872834942,0.21459368946432805,4.899999999999999e-05
95,0.181831012874328,0.32138936633155457,0.2795445260547456,0.2265279728705865,0.22955106457901756,0.2067460046548697,4.899999999999999e-05
96,0.19935456601848278,0.22149152301606678,0.21245288167681012,0.24750432141781156,0.27395736468859744,0.25261032510855363,4.899999999999999e-05
97,0.19095150281126236,0.22400693666367305,0.2218578815460205,0.23214435178241982,0.23519310293437212,0.21094014982368572,4.899999999999999e-05
98,0.18114123023993794,0.22908040228344145,0.23165199188959032,0.23113130599636011,0.2288657884899765,0.2059572193664394,4.899999999999999e-05
